Service Life,Lower Limit,Upper Limit,Passed Years
39,0.389,0.412,16
39,0.367,0.389,17
39,0.346,0.367,18
39,0.326,0.346,19
39,0.307,0.326,20
39,0.289,0.307,21
39,0.273,0.289,22
39,0.257,0.273,23
39,0.242,0.257,24
39,0.229,0.242,25
39,0.215,0.229,26
39,0.203,0.215,27
39,0.191,0.203,28
39,0.18,0.191,29
39,0.17,0.18,30
39,0.16,0.17,31
39,0.151,0.16,32
39,0.143,0.151,33
39,0.134,0.143,34
39,0.127,0.134,35
39,0.119,0.127,36
39,0.113,0.119,37
39,0.106,0.113,38
39,0.1,0.106,39
39,0.094,0.1,40
39,0.089,0.094,41
39,0.084,0.089,42
39,0.079,0.084,43
39,0.074,0.079,44
39,0.07,0.074,45
39,0.066,0.07,46
39,0.062,0.066,47
39,0.059,0.062,48
39,0.055,0.059,49
39,0.052,0.055,50
39,0.05,0.052,51
39,0.04,0.05,52
39,0.03,0.04,53
39,0.02,0.03,54
39,0.01,0.02,55
39,0,0.01,56
40,0.944,1,1
40,0.891,0.944,2
40,0.841,0.891,3
40,0.794,0.841,4
40,0.75,0.794,5
40,0.708,0.75,6
40,0.668,0.708,7
40,0.631,0.668,8
40,0.596,0.631,9
40,0.562,0.596,10
40,0.531,0.562,11
40,0.501,0.531,12
40,0.473,0.501,13
40,0.447,0.473,14
40,0.422,0.447,15
40,0.398,0.422,16
40,0.376,0.398,17
40,0.355,0.376,18
40,0.335,0.355,19
40,0.316,0.335,20
40,0.299,0.316,21
40,0.282,0.299,22
40,0.266,0.282,23
40,0.251,0.266,24
40,0.237,0.251,25
40,0.224,0.237,26
40,0.211,0.224,27
40,0.2,0.211,28
40,0.188,0.2,29
40,0.178,0.188,30
40,0.168,0.178,31
40,0.158,0.168,32
40,0.15,0.158,33
40,0.141,0.15,34
40,0.133,0.141,35
40,0.126,0.133,36
40,0.119,0.126,37
40,0.112,0.119,38
40,0.106,0.112,39
40,0.1,0.106,40
40,0.094,0.1,41
40,0.089,0.094,42
40,0.084,0.089,43
40,0.079,0.084,44
40,0.075,0.079,45
40,0.071,0.075,46
40,0.067,0.071,47
40,0.063,0.067,48
40,0.06,0.063,49
40,0.056,0.06,50
40,0.053,0.056,51
40,0.0501,0.053,52
40,0.05,0.0501,53
40,0.04,0.05,54
40,0.03,0.04,55
40,0.02,0.03,56
40,0.01,0.02,57
40,0,0.01,58
41,0.945,1,1
41,0.894,0.945,2
41,0.845,0.894,3
41,0.799,0.845,4
41,0.755,0.799,5
41,0.714,0.755,6
41,0.675,0.714,7
41,0.638,0.675,8
41,0.603,0.638,9
41,0.57,0.603,10
41,0.539,0.57,11
41,0.51,0.539,12
41,0.482,0.51,13
41,0.456,0.482,14
41,0.431,0.456,15
41,0.407,0.431,16
41,0.385,0.407,17
41,0.364,0.385,18
41,0.344,0.364,19
41,0.325,0.344,20
41,0.307,0.325,21
41,0.291,0.307,22
41,0.275,0.291,23
41,0.26,0.275,24
41,0.246,0.26,25
41,0.232,0.246,26
41,0.22,0.232,27
41,0.208,0.22,28
41,0.196,0.208,29
41,0.185,0.196,30
41,0.175,0.185,31
41,0.166,0.175,32
41,0.157,0.166,33
41,0.148,0.157,34
41,0.14,0.148,35
41,0.132,0.14,36
41,0.125,0.132,37
41,0.118,0.125,38
41,0.112,0.118,39
41,0.106,0.112,40
41,0.1,0.106,41
41,0.095,0.1,42
41,0.089,0.095,43
41,0.085,0.089,44
41,0.08,0.085,45
41,0.076,0.08,46
41,0.071,0.076,47
41,0.068,0.071,48
41,0.064,0.068,49
41,0.06,0.064,50
41,0.057,0.06,51
41,0.054,0.057,52
41,0.051,0.054,53
41,0.05,0.051,54
41,0.04,0.05,55
41,0.03,0.04,56
41,0.02,0.03,57
41,0.01,0.02,58
41,0,0.01,59
42,0.947,1,1
42,0.896,0.947,2
42,0.848,0.896,3
42,0.803,0.848,4
42,0.76,0.803,5
42,0.72,0.76,6
42,0.681,0.72,7
42,0.645,0.681,8
42,0.611,0.645,9
42,0.578,0.611,10
42,0.547,0.578,11
42,0.518,0.547,12
42,0.49,0.518,13
42,0.464,0.49,14
42,0.439,0.464,15
42,0.416,0.439,16
42,0.394,0.416,17
42,0.373,0.394,18
42,0.353,0.373,19
42,0.334,0.353,20
42,0.316,0.334,21
42,0.299,0.316,22
42,0.283,0.299,23
42,0.268,0.283,24
42,0.254,0.268,25
42,0.24,0.254,26
42,0.228,0.24,27
42,0.215,0.228,28
42,0.204,0.215,29
42,0.193,0.204,30
42,0.183,0.193,31
42,0.173,0.183,32
42,0.164,0.173,33
42,0.155,0.164,34
42,0.147,0.155,35
42,0.139,0.147,36
42,0.132,0.139,37
42,0.125,0.132,38
42,0.118,0.125,39
42,0.112,0.118,40
42,0.106,0.112,41
42,0.1,0.106,42
42,0.095,0.1,43
42,0.09,0.095,44
42,0.085,0.09,45
42,0.08,0.085,46
42,0.076,0.08,47
42,0.072,0.076,48
42,0.068,0.072,49
42,0.064,0.068,50
42,0.061,0.064,51
42,0.058,0.061,52
42,0.055,0.058,53
42,0.052,0.055,54
42,0.05,0.052,55
42,0.04,0.05,56
42,0.03,0.04,57
42,0.02,0.03,58
42,0.01,0.02,59
42,0,0.01,60
43,0.948,1,1
43,0.898,0.948,2
43,0.852,0.898,3
43,0.807,0.852,4
43,0.765,0.807,5
43,0.725,0.765,6
43,0.687,0.725,7
43,0.652,0.687,8
43,0.618,0.652,9
43,0.585,0.618,10
43,0.555,0.585,11
43,0.526,0.555,12
43,0.499,0.526,13
43,0.473,0.499,14
43,0.448,0.473,15
43,0.425,0.448,16
43,0.402,0.425,17
43,0.381,0.402,18
43,0.362,0.381,19
43,0.343,0.362,20
43,0.325,0.343,21
43,0.308,0.325,22
43,0.292,0.308,23
43,0.277,0.292,24
43,0.262,0.277,25
43,0.249,0.262,26
43,0.236,0.249,27
43,0.223,0.236,28
43,0.212,0.223,29
43,0.201,0.212,30
43,0.19,0.201,31
43,0.18,0.19,32
43,0.171,0.18,33
43,0.162,0.171,34
43,0.153,0.162,35
43,0.145,0.153,36
43,0.138,0.145,37
43,0.131,0.138,38
43,0.124,0.131,39
43,0.117,0.124,40
43,0.111,0.117,41
43,0.106,0.111,42
43,0.1,0.106,43
43,0.095,0.1,44
43,0.09,0.095,45
43,0.085,0.09,46
43,0.081,0.085,47
43,0.077,0.081,48
43,0.073,0.077,49
43,0.069,0.073,50
43,0.065,0.069,51
43,0.062,0.065,52
43,0.059,0.062,53
43,0.055,0.059,54
43,0.053,0.055,55
43,0.05,0.053,56
43,0.04,0.05,57
43,0.03,0.04,58
43,0.02,0.03,59
43,0.01,0.02,60
43,0,0.01,61
44,0.949,1,1
44,0.901,0.949,2
44,0.855,0.901,3
44,0.811,0.855,4
44,0.77,0.811,5
44,0.731,0.77,6
44,0.693,0.731,7
44,0.658,0.693,8
44,0.624,0.658,9
44,0.593,0.624,10
44,0.562,0.593,11
44,0.534,0.562,12
44,0.506,0.534,13
44,0.481,0.506,14
44,0.456,0.481,15
44,0.433,0.456,16
44,0.411,0.433,17
44,0.39,0.411,18
44,0.37,0.39,19
44,0.351,0.37,20
44,0.333,0.351,21
44,0.316,0.333,22
44,0.3,0.316,23
44,0.285,0.3,24
44,0.27,0.285,25
44,0.256,0.27,26
44,0.243,0.256,27
44,0.231,0.243,28
44,0.219,0.231,29
44,0.208,0.219,30
44,0.197,0.208,31
44,0.187,0.197,32
44,0.178,0.187,33
44,0.169,0.178,34
44,0.16,0.169,35
44,0.152,0.16,36
44,0.144,0.152,37
44,0.137,0.144,38
44,0.13,0.137,39
44,0.123,0.13,40
44,0.117,0.123,41
44,0.111,0.117,42
44,0.105,0.111,43
44,0.1,0.105,44
44,0.095,0.1,45
44,0.09,0.095,46
44,0.085,0.09,47
44,0.081,0.085,48
44,0.077,0.081,49
44,0.073,0.077,50
44,0.069,0.073,51
44,0.066,0.069,52
44,0.062,0.066,53
44,0.059,0.062,54
44,0.056,0.059,55
44,0.053,0.056,56
44,0.051,0.053,57
44,0.05,0.051,58
44,0.04,0.05,59
44,0.03,0.04,60
44,0.02,0.03,61
44,0.01,0.02,62
44,0,0.01,63
45,0.95,1,1
45,0.903,0.95,2
45,0.858,0.903,3
45,0.815,0.858,4
45,0.774,0.815,5
45,0.736,0.774,6
45,0.699,0.736,7
45,0.664,0.699,8
45,0.631,0.664,9
45,0.599,0.631,10
45,0.57,0.599,11
45,0.541,0.57,12
45,0.514,0.541,13
45,0.489,0.514,14
45,0.464,0.489,15
45,0.441,0.464,16
45,0.419,0.441,17
45,0.398,0.419,18
45,0.378,0.398,19
45,0.359,0.378,20
45,0.341,0.359,21
45,0.324,0.341,22
45,0.308,0.324,23
45,0.293,0.308,24
45,0.278,0.293,25
45,0.264,0.278,26
45,0.251,0.264,27
45,0.239,0.251,28
45,0.227,0.239,29
45,0.215,0.227,30
45,0.205,0.215,31
45,0.194,0.205,32
45,0.185,0.194,33
45,0.176,0.185,34
45,0.167,0.176,35
45,0.158,0.167,36
45,0.151,0.158,37
45,0.143,0.151,38
45,0.136,0.143,39
45,0.129,0.136,40
45,0.123,0.129,41
45,0.117,0.123,42
45,0.111,0.117,43
45,0.105,0.111,44
45,0.1,0.105,45
45,0.095,0.1,46
45,0.09,0.095,47
45,0.086,0.09,48
45,0.081,0.086,49
45,0.077,0.081,50
45,0.074,0.077,51
45,0.07,0.074,52
45,0.066,0.07,53
45,0.063,0.066,54
45,0.06,0.063,55
45,0.057,0.06,56
45,0.054,0.057,57
45,0.051,0.054,58
45,0.05,0.051,59
45,0.04,0.05,60
45,0.03,0.04,61
45,0.02,0.03,62
45,0.01,0.02,63
45,0,0.01,64
46,0.951,1,1
46,0.905,0.951,2
46,0.861,0.905,3
46,0.819,0.861,4
46,0.779,0.819,5
46,0.741,0.779,6
46,0.704,0.741,7
46,0.67,0.704,8
46,0.637,0.67,9
46,0.606,0.637,10
46,0.577,0.606,11
46,0.548,0.577,12
46,0.522,0.548,13
46,0.496,0.522,14
46,0.472,0.496,15
46,0.449,0.472,16
46,0.427,0.449,17
46,0.406,0.427,18
46,0.386,0.406,19
46,0.367,0.386,20
46,0.35,0.367,21
46,0.332,0.35,22
46,0.316,0.332,23
46,0.301,0.316,24
46,0.286,0.301,25
46,0.272,0.286,26
46,0.259,0.272,27
46,0.246,0.259,28
46,0.234,0.246,29
46,0.223,0.234,30
46,0.212,0.223,31
46,0.202,0.212,32
46,0.192,0.202,33
46,0.182,0.192,34
46,0.173,0.182,35
46,0.165,0.173,36
46,0.157,0.165,37
46,0.149,0.157,38
46,0.142,0.149,39
46,0.135,0.142,40
46,0.128,0.135,41
46,0.122,0.128,42
46,0.116,0.122,43
46,0.111,0.116,44
46,0.105,0.111,45
46,0.1,0.105,46
46,0.095,0.1,47
46,0.09,0.095,48
46,0.086,0.09,49
46,0.082,0.086,50
46,0.078,0.082,51
46,0.074,0.078,52
46,0.07,0.074,53
46,0.067,0.07,54
46,0.064,0.067,55
46,0.061,0.064,56
46,0.058,0.061,57
46,0.055,0.058,58
46,0.052,0.055,59
46,0.05,0.052,60
46,0.04,0.05,61
46,0.03,0.04,62
46,0.02,0.03,63
46,0.01,0.02,64
46,0,0.01,65
47,0.952,1,1
47,0.907,0.952,2
47,0.863,0.907,3
47,0.822,0.863,4
47,0.783,0.822,5
47,0.745,0.783,6
47,0.71,0.745,7
47,0.676,0.71,8
47,0.643,0.676,9
47,0.613,0.643,10
47,0.583,0.613,11
47,0.555,0.583,12
47,0.529,0.555,13
47,0.504,0.529,14
47,0.48,0.504,15
47,0.457,0.48,16
47,0.435,0.457,17
47,0.414,0.435,18
47,0.394,0.414,19
47,0.375,0.394,20
47,0.357,0.375,21
47,0.34,0.357,22
47,0.324,0.34,23
47,0.309,0.324,24
47,0.294,0.309,25
47,0.28,0.294,26
47,0.266,0.28,27
47,0.254,0.266,28
47,0.242,0.254,29
47,0.23,0.242,30
47,0.219,0.23,31
47,0.209,0.219,32
47,0.199,0.209,33
47,0.189,0.199,34
47,0.18,0.189,35
47,0.171,0.18,36
47,0.163,0.171,37
47,0.155,0.163,38
47,0.148,0.155,39
47,0.141,0.148,40
47,0.134,0.141,41
47,0.128,0.134,42
47,0.122,0.128,43
47,0.116,0.122,44
47,0.11,0.116,45
47,0.105,0.11,46
47,0.1,0.105,47
47,0.095,0.1,48
47,0.091,0.095,49
47,0.086,0.091,50
47,0.082,0.086,51
47,0.078,0.082,52
47,0.075,0.078,53
47,0.071,0.075,54
47,0.068,0.071,55
47,0.064,0.068,56
47,0.061,0.064,57
47,0.058,0.061,58
47,0.056,0.058,59
47,0.053,0.056,60
47,0.0504,0.053,61
47,0.05,0.0504,62
47,0.04,0.05,63
47,0.03,0.04,64
47,0.02,0.03,65
47,0.01,0.02,66
47,0,0.01,67
48,0.953,1,1
48,0.909,0.953,2
48,0.866,0.909,3
48,0.825,0.866,4
48,0.787,0.825,5
48,0.75,0.787,6
48,0.715,0.75,7
48,0.681,0.715,8
48,0.649,0.681,9
48,0.619,0.649,10
48,0.59,0.619,11
48,0.562,0.59,12
48,0.536,0.562,13
48,0.511,0.536,14
48,0.487,0.511,15
48,0.464,0.487,16
48,0.442,0.464,17
48,0.422,0.442,18
48,0.402,0.422,19
48,0.383,0.402,20
48,0.365,0.383,21
48,0.348,0.365,22
48,0.332,0.348,23
48,0.316,0.332,24
48,0.301,0.316,25
48,0.287,0.301,26
48,0.274,0.287,27
48,0.261,0.274,28
48,0.249,0.261,29
48,0.237,0.249,30
48,0.226,0.237,31
48,0.215,0.226,32
48,0.205,0.215,33
48,0.196,0.205,34
48,0.187,0.196,35
48,0.178,0.187,36
48,0.169,0.178,37
48,0.162,0.169,38
48,0.154,0.162,39
48,0.147,0.154,40
48,0.14,0.147,41
48,0.133,0.14,42
48,0.127,0.133,43
48,0.121,0.127,44
48,0.115,0.121,45
48,0.11,0.115,46
48,0.105,0.11,47
48,0.1,0.105,48
48,0.095,0.1,49
48,0.091,0.095,50
48,0.087,0.091,51
48,0.083,0.087,52
48,0.079,0.083,53
48,0.075,0.079,54
48,0.071,0.075,55
48,0.068,0.071,56
48,0.065,0.068,57
48,0.062,0.065,58
48,0.059,0.062,59
48,0.056,0.059,60
48,0.054,0.056,61
48,0.051,0.054,62
48,0.05,0.051,63
48,0.04,0.05,64
48,0.03,0.04,65
48,0.02,0.03,66
48,0.01,0.02,67
48,0,0.01,68
49,0.954,1,1
49,0.91,0.954,2
49,0.869,0.91,3
49,0.829,0.869,4
49,0.791,0.829,5
49,0.754,0.791,6
49,0.72,0.754,7
49,0.687,0.72,8
49,0.655,0.687,9
49,0.625,0.655,10
49,0.596,0.625,11
49,0.569,0.596,12
49,0.543,0.569,13
49,0.518,0.543,14
49,0.494,0.518,15
49,0.472,0.494,16
49,0.45,0.472,17
49,0.429,0.45,18
49,0.41,0.429,19
49,0.391,0.41,20
49,0.373,0.391,21
49,0.356,0.373,22
49,0.339,0.356,23
49,0.324,0.339,24
49,0.309,0.324,25
49,0.295,0.309,26
49,0.281,0.295,27
49,0.268,0.281,28
49,0.256,0.268,29
49,0.244,0.256,30
49,0.233,0.244,31
49,0.222,0.233,32
49,0.212,0.222,33
49,0.202,0.212,34
49,0.193,0.202,35
49,0.184,0.193,36
49,0.176,0.184,37
49,0.168,0.176,38
49,0.16,0.168,39
49,0.153,0.16,40
49,0.146,0.153,41
49,0.139,0.146,42
49,0.133,0.139,43
49,0.127,0.133,44
49,0.121,0.127,45
49,0.115,0.121,46
49,0.11,0.115,47
49,0.105,0.11,48
49,0.1,0.105,49
49,0.095,0.1,50
49,0.091,0.095,51
49,0.087,0.091,52
49,0.083,0.087,53
49,0.079,0.083,54
49,0.075,0.079,55
49,0.072,0.075,56
49,0.069,0.072,57
49,0.066,0.069,58
49,0.063,0.066,59
49,0.06,0.063,60
49,0.057,0.06,61
49,0.054,0.057,62
49,0.052,0.054,63
49,0.05,0.052,64
49,0.04,0.05,65
49,0.03,0.04,66
49,0.02,0.03,67
49,0.01,0.02,68
49,0,0.01,69
50,0.955,1,1
50,0.912,0.955,2
50,0.871,0.912,3
50,0.832,0.871,4
50,0.794,0.832,5
50,0.759,0.794,6
50,0.724,0.759,7
50,0.692,0.724,8
50,0.661,0.692,9
50,0.631,0.661,10
50,0.603,0.631,11
50,0.575,0.603,12
50,0.55,0.575,13
50,0.525,0.55,14
50,0.501,0.525,15
50,0.479,0.501,16
50,0.457,0.479,17
50,0.436,0.457,18
50,0.417,0.436,19
50,0.398,0.417,20
50,0.38,0.398,21
50,0.363,0.38,22
50,0.347,0.363,23
50,0.331,0.347,24
50,0.316,0.331,25
50,0.302,0.316,26
50,0.288,0.302,27
50,0.275,0.288,28
50,0.263,0.275,29
50,0.251,0.263,30
50,0.24,0.251,31
50,0.229,0.24,32
50,0.219,0.229,33
50,0.209,0.219,34
50,0.2,0.209,35
50,0.191,0.2,36
50,0.182,0.191,37
50,0.174,0.182,38
50,0.166,0.174,39
50,0.158,0.166,40
50,0.151,0.158,41
50,0.145,0.151,42
50,0.138,0.145,43
50,0.132,0.138,44
50,0.126,0.132,45
50,0.12,0.126,46
50,0.115,0.12,47
50,0.11,0.115,48
50,0.105,0.11,49
50,0.1,0.105,50
50,0.095,0.1,51
50,0.091,0.095,52
50,0.087,0.091,53
50,0.083,0.087,54
50,0.079,0.083,55
50,0.076,0.079,56
50,0.072,0.076,57
50,0.069,0.072,58
50,0.066,0.069,59
50,0.063,0.066,60
50,0.06,0.063,61
50,0.058,0.06,62
50,0.055,0.058,63
50,0.052,0.055,64
50,0.0501,0.052,65
50,0.05,0.0501,66
50,0.04,0.05,67
50,0.03,0.04,68
50,0.02,0.03,69
50,0.01,0.02,70
50,0,0.01,71
